# Real gene-level constraint metrics from gnomAD.
#
# Source: gnomAD gene constraint metrics (gnomad.v4.1.constraint_metrics.tsv), downloaded from
#   https://storage.googleapis.com/gcp-public-data--gnomad/release/4.1/constraint/gnomad.v4.1.constraint_metrics.tsv
# Version: v4.1 (parsed from the source filename; the TSV body carries no version column)
# Retrieved: 2026-08-28
# Licence: public domain (CC0). gnomAD requests attribution/citation to the flagship publication wherever the data are used; no other restriction applies.
#   See https://gnomad.broadinstitute.org/policies
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# One row per gene: gnomAD reports constraint per TRANSCRIPT, so for each gene the MANE Select transcript is preferred, then the canonical transcript, then the lexicographically smallest transcript ID (deterministic tie-break; mirrors mva.annotation.local_tables._consequence_sort_key). Only transcripts carrying an Ensembl gene ID (gene_id starting 'ENSG') are used, so ensembl_gene_id is always populated for an included gene; the gnomAD 'gene' value literally equal to 'NA' (its own missing-gene sentinel) is excluded entirely, not treated as a gene symbol.
#
# pli = lof.pLI, loeuf = lof.oe_ci.upper, mis_z = mis.z_score -- gnomAD's own high-confidence-pLoF-only ('lof.', not the merged 'lof_hc_lc.' set) and sample-size-calibrated ('z_score', not 'z_raw') columns: the same metrics gnomAD's browser shows on a gene's page. A gene with an insufficient expected-variant count for a metric ('NA' in the source) has an EMPTY cell here, NEVER 0 -- an empty LOEUF means unmeasured, not "extremely constrained" (GP-14).
# constraint_flags carries gnomAD's own QC flags for the selected transcript (e.g. no_exp_lof, outlier_mis), comma-separated; empty means no flag was set.
#
# KNOWN COVERAGE GAP in this download (found by inspecting the file, not assumed): it contains autosomal genes (chr1-chr22) ONLY. No chrX or chrY gene appears anywhere in the source (verified directly: e.g. DMD, AR, ATRX, ATP7A, BTK are entirely absent), and the mitochondrial genome has no nuclear-LOFTEE-style constraint model at all. A gene absent from this table may be real and clinically important -- absence here means "not covered by this gnomAD release/download," never "unconstrained."
#
# Accounting: 211523 transcript rows read, 802 with gnomAD's own 'NA' gene sentinel (excluded), 18203 distinct real gene symbols seen, 88 of those have no Ensembl-tagged transcript row at all and are excluded from this table: ADGRF2, ANP32C, BTNL10, C11orf40, C2orf83, C6orf201, C9orf163, C9orf47, CARD17, CENPBD1, CLECL1, CNPY3-GNMT, CRYZL2P-SEC16B, DNAJB3, EEF1AKNMT, ERV3-1-ZNF117, FAM207A, FOLH1B, GPR75-ASB3, KIAA0754, ... (68 more).
# 18115 genes included below.
gene_symbol	ensembl_gene_id	transcript_id	canonical	mane_select	pli	loeuf	mis_z	constraint_flags	source	version
SRPK1	ENSG00000096063	ENST00000373825	true	true	2.7984e-06	0.763	2.2039		gnomAD	v4.1
SRPK2	ENSG00000135250	ENST00000393651	true	true	1	0.347	3.1506		gnomAD	v4.1
SRPRA	ENSG00000182934	ENST00000332118	true	true	0.0042071	0.634	1.4		gnomAD	v4.1
SRPRB	ENSG00000144867	ENST00000678299	true	true	3.851e-05	1.05	0.22623		gnomAD	v4.1
SRR	ENSG00000167720	ENST00000344595	true	true	0.00036232	0.864	0.97016		gnomAD	v4.1
SRRD	ENSG00000100104	ENST00000215917	true	true	1.5211e-08	1.209	-0.098798		gnomAD	v4.1
SRRM1	ENSG00000133226	ENST00000323848	true	true	1	0.225	2.3387		gnomAD	v4.1
SRRM2	ENSG00000167978	ENST00000301740	true	true	1	0.183	-6.4973	outlier_mis,outlier_syn	gnomAD	v4.1
SRRM3	ENSG00000177679	ENST00000611745	true	true	1.9941e-06	0.924	-2.6138		gnomAD	v4.1
SRRM4	ENSG00000139767	ENST00000267260	true	true	0.0015872	0.654	0.049601		gnomAD	v4.1
SRRM5	ENSG00000226763	ENST00000417606	true	true	0.087066	1.868	0.81981		gnomAD	v4.1
SRRT	ENSG00000087087	ENST00000611405	true	true	1	0.404	2.7639		gnomAD	v4.1
SRSF1	ENSG00000136450	ENST00000258962	true	true	0.99999	0.17	5.861		gnomAD	v4.1
SRSF10	ENSG00000188529	ENST00000492112	true	true	0.98143	0.499	2.4605		gnomAD	v4.1
SRSF11	ENSG00000116754	ENST00000370949	true	true	1	0.234	3.0176		gnomAD	v4.1
SRSF12	ENSG00000154548	ENST00000452027	true	true	0.0021197	0.801	1.0929		gnomAD	v4.1
SRSF2	ENSG00000161547	ENST00000359995	true	true	0.93085	0.521	3.8262		gnomAD	v4.1
SRSF3	ENSG00000112081	ENST00000373715	true	true	0.99993	0.145	4.0316		gnomAD	v4.1
SRSF4	ENSG00000116350	ENST00000373795	true	true	0.99996	0.31	3.2824		gnomAD	v4.1
SRSF5	ENSG00000100650	ENST00000557154	true	true	0.99995	0.315	2.7982		gnomAD	v4.1
SRSF6	ENSG00000124193	ENST00000244020	true	true	0.16195	0.639	1.2432		gnomAD	v4.1
SRSF7	ENSG00000115875	ENST00000313117	true	true	0.88629	0.545	2.8041		gnomAD	v4.1
SRSF8	ENSG00000263465	ENST00000587424	true	true	0.00070527	1.797	-0.6032		gnomAD	v4.1
SRSF9	ENSG00000111786	ENST00000229390	true	true	0.99941	0.328	2.8377		gnomAD	v4.1
SRXN1	ENSG00000271303	ENST00000381962	true	true	5.0985e-05	1.776	-1.6216		gnomAD	v4.1
SS18	ENSG00000141380	ENST00000415083	true	true	0.99529	0.474	0.12413		gnomAD	v4.1
SS18L1	ENSG00000184402	ENST00000331758	true	true	0.011264	0.605	1.7086		gnomAD	v4.1
SS18L2	ENSG00000008324	ENST00000011691	true	true	0.036379	1.403	0.23805		gnomAD	v4.1
SSB	ENSG00000138385	ENST00000260956	true	true	0.99973	0.405	2.761		gnomAD	v4.1
SSBP1	ENSG00000106028	ENST00000265304	true	true	0.098404	0.866	1.4887		gnomAD	v4.1
SSBP2	ENSG00000145687	ENST00000320672	true	true	0.91712	0.565	1.2577		gnomAD	v4.1
SSBP3	ENSG00000157216	ENST00000610401	true	false	1	0.175	2.9064		gnomAD	v4.1
SSBP4	ENSG00000130511	ENST00000270061	true	true	0.00029521	0.723	-1.4006		gnomAD	v4.1
SSC4D	ENSG00000146700	ENST00000275560	true	true	1.4195e-20	1.353	-1.0229		gnomAD	v4.1
SSC5D	ENSG00000179954	ENST00000389623	true	true	2.8131e-38	1.266	0.8907		gnomAD	v4.1
SSH1	ENSG00000084112	ENST00000326495	true	true	9.2647e-08	0.709	1.8447		gnomAD	v4.1
SSH2	ENSG00000141298	ENST00000540801	true	true	1	0.374	3.5239		gnomAD	v4.1
SSH3	ENSG00000172830	ENST00000308127	true	true	2.8685e-20	1.069	0.84091		gnomAD	v4.1
SSMEM1	ENSG00000165120	ENST00000297819	true	true	4.3496e-06	1.723	1.0143		gnomAD	v4.1
SSNA1	ENSG00000176101	ENST00000322310	true	true	9.598e-06	1.745	-0.96974		gnomAD	v4.1
SSPN	ENSG00000123096	ENST00000242729	true	true	1.1334e-05	1.565	-0.37509		gnomAD	v4.1
SSR1	ENSG00000124783	ENST00000244763	true	true	0.62387	0.654	1.0795		gnomAD	v4.1
SSR2	ENSG00000163479	ENST00000295702	true	true	0.02085	0.987	1.3903		gnomAD	v4.1
SSR3	ENSG00000114850	ENST00000265044	true	true	0.068475	0.816	1.0778		gnomAD	v4.1
SSRP1	ENSG00000149136	ENST00000278412	true	true	1	0.341	5.0585		gnomAD	v4.1
SST	ENSG00000157005	ENST00000287641	true	true	0.0051051	1.529	-0.39165		gnomAD	v4.1
SSTR1	ENSG00000139874	ENST00000267377	true	true	0.075878	0.808	0.97932		gnomAD	v4.1
SSTR2	ENSG00000180616	ENST00000357585	true	true	0.14424	0.756	2.1437		gnomAD	v4.1
SSTR3	ENSG00000278195	ENST00000610913	true	true	0.16857	1.881	1.4869		gnomAD	v4.1
SSTR4	ENSG00000132671	ENST00000255008	true	true			-1.9447	no_exp_lof	gnomAD	v4.1
SSTR5	ENSG00000162009	ENST00000689027	true	true	0.12092	1.931	0.59015		gnomAD	v4.1
SSU72	ENSG00000160075	ENST00000291386	true	true	0.061665	0.825	2.1699		gnomAD	v4.1
SSUH2	ENSG00000125046	ENST00000544814	true	true	5.9982e-12	1.14	-0.81875		gnomAD	v4.1
SSX2IP	ENSG00000117155	ENST00000342203	true	true	1.4968e-10	0.851	0.88275		gnomAD	v4.1
ST13	ENSG00000100380	ENST00000216218	true	true	0.7046	0.603	1.2524		gnomAD	v4.1
ST14	ENSG00000149418	ENST00000278742	true	true	0.0012046	0.589	1.287		gnomAD	v4.1
ST18	ENSG00000147488	ENST00000689386	true	true	0.016907	0.555	0.30922		gnomAD	v4.1
ST20	ENSG00000180953	ENST00000485386	true	false	0.17356	1.617	0.87808		gnomAD	v4.1
ST20-MTHFS	ENSG00000259332	ENST00000479961	true	false	0.37339	0.827	0.78614		gnomAD	v4.1
ST3GAL1	ENSG00000008513	ENST00000522652	true	true	0.025036	0.728	1.8261		gnomAD	v4.1
ST3GAL2	ENSG00000157350	ENST00000342907	true	true	0.33864	0.617	2.1067		gnomAD	v4.1
ST3GAL3	ENSG00000126091	ENST00000347631	true	true	0.47529	0.573	2.6189		gnomAD	v4.1
ST3GAL4	ENSG00000110080	ENST00000444328	true	true	0.00032585	0.762	2.4055		gnomAD	v4.1
ST3GAL5	ENSG00000115525	ENST00000638572	true	true	0.0016954	0.736	1.4714		gnomAD	v4.1
ST3GAL6	ENSG00000064225	ENST00000483910	true	true	0.00023032	0.963	1.0265		gnomAD	v4.1
ST6GAL1	ENSG00000073849	ENST00000169298	true	true	0.0064971	0.733	1.3814		gnomAD	v4.1
ST6GAL2	ENSG00000144057	ENST00000409382	true	true	8.2973e-06	0.978	-0.37688		gnomAD	v4.1
ST6GALNAC1	ENSG00000070526	ENST00000156626	true	true	1.8045e-12	0.995	0.39109		gnomAD	v4.1
ST6GALNAC2	ENSG00000070731	ENST00000225276	true	true	2.3576e-14	1.519	-0.54127		gnomAD	v4.1
ST6GALNAC3	ENSG00000184005	ENST00000328299	true	true	2.2889e-05	0.994	0.77392		gnomAD	v4.1
ST6GALNAC4	ENSG00000136840	ENST00000335791	true	true	2.6678e-07	1.113	0.89938		gnomAD	v4.1
ST6GALNAC5	ENSG00000117069	ENST00000477717	true	true	5.5112e-08	1.122	0.67967		gnomAD	v4.1
ST6GALNAC6	ENSG00000160408	ENST00000373146	true	true	0.010832	0.747	1.882		gnomAD	v4.1
ST7	ENSG00000004866	ENST00000323984	true	true	0.92163	0.52	3.6992		gnomAD	v4.1
ST7L	ENSG00000007341	ENST00000358039	true	true	2.3909e-10	0.962	1.7886		gnomAD	v4.1
ST8SIA1	ENSG00000111728	ENST00000396037	true	true	0.064234	0.687	1.5608		gnomAD	v4.1
ST8SIA2	ENSG00000140557	ENST00000268164	true	true	8.0685e-05	0.858	1.876		gnomAD	v4.1
ST8SIA3	ENSG00000177511	ENST00000324000	true	true	0.021235	0.735	2.2463		gnomAD	v4.1
ST8SIA4	ENSG00000113532	ENST00000231461	true	true	0.09754	0.683	2.2534		gnomAD	v4.1
ST8SIA5	ENSG00000101638	ENST00000315087	true	true	5.8542e-05	0.826	0.90556		gnomAD	v4.1
ST8SIA6	ENSG00000148488	ENST00000377602	true	true	6.5704e-12	1.693	0.057717		gnomAD	v4.1
STAB1	ENSG00000010327	ENST00000321725	true	true	7.5504e-63	0.843	1.5751		gnomAD	v4.1
STAB2	ENSG00000136011	ENST00000388887	true	true	1.3792e-74	0.906	1.2202		gnomAD	v4.1
STAC	ENSG00000144681	ENST00000273183	true	true	2.4647e-12	1.18	0.27558		gnomAD	v4.1
STAC2	ENSG00000141750	ENST00000333461	true	true	8.2886e-10	0.989	0.30869		gnomAD	v4.1
STAC3	ENSG00000185482	ENST00000332782	true	true	6.1295e-06	0.796	1.1849		gnomAD	v4.1
STAG1	ENSG00000118007	ENST00000383202	true	true	1	0.159	4.1712		gnomAD	v4.1
STAG3	ENSG00000066923	ENST00000615138	true	true	2.1269e-20	0.765	3.2304		gnomAD	v4.1
STAM	ENSG00000136738	ENST00000377524	true	true	0.9814	0.498	0.48687		gnomAD	v4.1
STAM2	ENSG00000115145	ENST00000263904	true	true	1.4878e-09	1.02	0.84999		gnomAD	v4.1
STAMBP	ENSG00000124356	ENST00000394070	true	true	3.8599e-06	0.829	1.2206		gnomAD	v4.1
STAMBPL1	ENSG00000138134	ENST00000371926	true	true	3.1159e-11	1.169	0.47777		gnomAD	v4.1
STAP1	ENSG00000035720	ENST00000265404	true	true	0.0011209	0.982	0.015914		gnomAD	v4.1
STAP2	ENSG00000178078	ENST00000594605	true	true	1.251e-21	1.343	0.024568		gnomAD	v4.1
STAR	ENSG00000147465	ENST00000276449	true	true	3.2677e-11	1.297	0.21632		gnomAD	v4.1
STARD10	ENSG00000214530	ENST00000334805	true	true	9.2324e-06	0.907	1.3985		gnomAD	v4.1
STARD13	ENSG00000133121	ENST00000336934	true	true	5.739e-10	0.706	0.79424		gnomAD	v4.1
STARD3	ENSG00000131748	ENST00000336308	true	true	1.1314e-08	0.812	0.84142		gnomAD	v4.1
STARD3NL	ENSG00000010270	ENST00000009041	true	true	0.08496	0.744	1.2456		gnomAD	v4.1
STARD4	ENSG00000164211	ENST00000296632	true	true	2.9166e-11	1.648	0.57022		gnomAD	v4.1
STARD5	ENSG00000172345	ENST00000302824	true	true	1.6808e-10	1.42	0.2639		gnomAD	v4.1
STARD6	ENSG00000174448	ENST00000307844	true	true	0.013639	1.139	0.5256		gnomAD	v4.1
STARD7	ENSG00000084090	ENST00000337288	true	true	1.0458e-06	0.955	-0.1505		gnomAD	v4.1
STARD9	ENSG00000159433	ENST00000290607	true	true	5.2269e-87	0.909	0.41785		gnomAD	v4.1
STAT1	ENSG00000115415	ENST00000361099	true	true	1	0.271	7.0276		gnomAD	v4.1
STAT2	ENSG00000170581	ENST00000314128	true	true	0.80697	0.497	3.6539		gnomAD	v4.1
STAT3	ENSG00000168610	ENST00000264657	true	true	1	0.109	7.3843		gnomAD	v4.1
STAT4	ENSG00000138378	ENST00000392320	true	true	0.93457	0.503	3.2053		gnomAD	v4.1
STAT5A	ENSG00000126561	ENST00000590949	true	true	1	0.364	4.4037		gnomAD	v4.1
STAT5B	ENSG00000173757	ENST00000293328	true	true	1	0.277	5.1347		gnomAD	v4.1
STAT6	ENSG00000166888	ENST00000300134	true	true	0.56138	0.515	3.3501		gnomAD	v4.1
STATH	ENSG00000126549	ENST00000246895	true	true	0.00094422	1.364	-0.29613		gnomAD	v4.1
STAU1	ENSG00000124214	ENST00000371856	true	true	1	0.327	2.313		gnomAD	v4.1
STAU2	ENSG00000040341	ENST00000524300	true	true	0.99359	0.479	1.8658		gnomAD	v4.1
STBD1	ENSG00000118804	ENST00000237642	true	true	9.7892e-07	1.666	0.52828		gnomAD	v4.1
STC1	ENSG00000159167	ENST00000290271	true	true	0.92309	0.558	2.1005		gnomAD	v4.1
STC2	ENSG00000113739	ENST00000265087	true	true	0.1391	0.759	1.157		gnomAD	v4.1
STEAP1	ENSG00000164647	ENST00000297205	true	true	1.287e-06	1.054	1.361		gnomAD	v4.1
STEAP1B	ENSG00000105889	ENST00000678116	true	true	0.055998	0.77	0.77225		gnomAD	v4.1
STEAP2	ENSG00000157214	ENST00000394621	true	true	1.5892e-06	0.841	1.4289		gnomAD	v4.1
STEAP3	ENSG00000115107	ENST00000393110	true	true	3.6907e-13	1.27	0.23469		gnomAD	v4.1
STEAP4	ENSG00000127954	ENST00000380079	true	true	1.1152e-10	1.107	1.2978		gnomAD	v4.1
STH	ENSG00000256762	ENST00000537309	true	true	0.038032	1.954	0.7855		gnomAD	v4.1
STIL	ENSG00000123473	ENST00000371877	true	true	0.0050023	0.575	2.1726		gnomAD	v4.1
STIM1	ENSG00000167323	ENST00000526596	true	true	0.99496	0.475	2.5772		gnomAD	v4.1
STIM2	ENSG00000109689	ENST00000467087	true	true	0.96228	0.506	0.32525		gnomAD	v4.1
STIMATE	ENSG00000213533	ENST00000355083	true	true	0.18195	0.655	1.3858		gnomAD	v4.1
STIMATE-MUSTN1	ENSG00000248592	ENST00000504329	true	false	3.7158e-05	0.787	1.131		gnomAD	v4.1
STING1	ENSG00000184584	ENST00000330794	true	true	0.0014813	0.846	2.1644		gnomAD	v4.1
STIP1	ENSG00000168439	ENST00000305218	true	true	1	0.305	2.6196		gnomAD	v4.1
STK10	ENSG00000072786	ENST00000176763	true	true	1.376e-18	0.85	1.8521		gnomAD	v4.1
STK11	ENSG00000118046	ENST00000326873	true	true	0.99991	0.364	1.4946		gnomAD	v4.1
STK11IP	ENSG00000144589	ENST00000456909	true	true	1.7213e-29	1.002	0.38548		gnomAD	v4.1
STK16	ENSG00000115661	ENST00000396738	true	true	1.769e-07	0.98	1.0845		gnomAD	v4.1
STK17A	ENSG00000164543	ENST00000319357	true	true	3.6122e-05	0.897	-0.046852		gnomAD	v4.1
STK17B	ENSG00000081320	ENST00000263955	true	true	0.00070021	0.89	1.3085		gnomAD	v4.1
STK19	ENSG00000204344	ENST00000685781	true	true	1.4096e-06	1.048	0.67035		gnomAD	v4.1
STK24	ENSG00000102572	ENST00000539966	true	true	0.91399	0.532	2.4823		gnomAD	v4.1
STK25	ENSG00000115694	ENST00000316586	true	true	0.00025893	0.704	2.5215		gnomAD	v4.1
STK3	ENSG00000104375	ENST00000419617	true	true	5.4429e-10	1.065	1.5527		gnomAD	v4.1
STK31	ENSG00000196335	ENST00000355870	true	true	6.9048e-14	0.779	0.49458		gnomAD	v4.1
STK32A	ENSG00000169302	ENST00000397936	true	true	8.701e-12	1.157	0.5646		gnomAD	v4.1
STK32B	ENSG00000152953	ENST00000282908	true	true	7.3915e-14	1.057	-1.0672		gnomAD	v4.1
STK32C	ENSG00000165752	ENST00000298630	true	true	4.7901e-07	0.863	0.74369		gnomAD	v4.1
STK33	ENSG00000130413	ENST00000687296	true	true	1.8398e-07	1.011	-0.41847		gnomAD	v4.1
STK35	ENSG00000125834	ENST00000381482	true	true	0.0067778	0.768	1.0712		gnomAD	v4.1
STK36	ENSG00000163482	ENST00000295709	true	true	1.0773e-30	0.912	2.4279		gnomAD	v4.1
STK38	ENSG00000112079	ENST00000229812	true	true	0.022333	0.639	2.3696		gnomAD	v4.1
STK38L	ENSG00000211455	ENST00000389032	true	true	0.01266	0.683	3.5652		gnomAD	v4.1
STK39	ENSG00000198648	ENST00000355999	true	true	0.99999	0.381	2.4598		gnomAD	v4.1
STK4	ENSG00000101109	ENST00000372806	true	true	0.068878	0.6	2.3144		gnomAD	v4.1
STK40	ENSG00000196182	ENST00000373132	true	true	0.99971	0.416	2.2234		gnomAD	v4.1
STKLD1	ENSG00000198870	ENST00000371957	true	true	2.9429e-25	1.179	0.37227		gnomAD	v4.1
STMN1	ENSG00000117632	ENST00000455785	true	true	0.9946	0.404	2.32		gnomAD	v4.1
STMN2	ENSG00000104435	ENST00000220876	true	true	0.99992	0.25	2.6817		gnomAD	v4.1
STMN3	ENSG00000197457	ENST00000370053	true	true	6.5027e-11	1.847	-1.2883		gnomAD	v4.1
STMN4	ENSG00000015592	ENST00000350889	true	true	0.4589	0.636	2.1275		gnomAD	v4.1
STMND1	ENSG00000230873	ENST00000536551	true	true	1.2541e-05	1.146	0.74745		gnomAD	v4.1
STMP1	ENSG00000243317	ENST00000507606	true	true	0.19497	1.551	0.16225		gnomAD	v4.1
STN1	ENSG00000107960	ENST00000224950	true	true	3.0373e-05	0.975	1.2158		gnomAD	v4.1
STOM	ENSG00000148175	ENST00000286713	true	true	1.5582e-05	1.126	1.4046		gnomAD	v4.1
STOML1	ENSG00000067221	ENST00000541638	true	true	4.8083e-08	1.087	1.1799		gnomAD	v4.1
STOML2	ENSG00000165283	ENST00000356493	true	true	0.016713	0.664	2.233		gnomAD	v4.1
STOML3	ENSG00000133115	ENST00000379631	true	true	1.1697e-11	1.308	0.030534		gnomAD	v4.1
STON1	ENSG00000243244	ENST00000404752	true	true	1.2197e-31	1.523	-3.9236	outlier_mis	gnomAD	v4.1
STON1-GTF2A1L	ENSG00000068781	ENST00000394751	true	false	5.2182e-41	1.295	-4.5143	outlier_mis	gnomAD	v4.1
STON2	ENSG00000140022	ENST00000614646	true	true	0.030792	0.601	1.2241		gnomAD	v4.1
STOX1	ENSG00000165730	ENST00000298596	true	true	6.7687e-15	0.933	1.7051		gnomAD	v4.1
STOX2	ENSG00000173320	ENST00000308497	true	true	0.26259	0.574	2.0892		gnomAD	v4.1
STPG1	ENSG00000001460	ENST00000337248	true	true	3.8079e-07	1.089	0.561		gnomAD	v4.1
STPG2	ENSG00000163116	ENST00000295268	true	true	2.515e-09	1.281	-0.90697		gnomAD	v4.1
STPG3	ENSG00000197768	ENST00000412566	true	true	8.992e-17	1.62	-2.5598		gnomAD	v4.1
STPG4	ENSG00000239605	ENST00000445927	true	true	4.7118e-11	1.605	-1.3208		gnomAD	v4.1
STRA6	ENSG00000137868	ENST00000395105	true	true	2.3028e-08	0.725	1.1287		gnomAD	v4.1
STRA8	ENSG00000146857	ENST00000662584	true	true	0.033805	0.752	0.7813		gnomAD	v4.1
STRADA	ENSG00000266173	ENST00000336174	true	true	0.0078763	0.649	1.9204		gnomAD	v4.1
STRADB	ENSG00000082146	ENST00000194530	true	true	3.1627e-05	0.792	2.3046		gnomAD	v4.1
STRAP	ENSG00000023734	ENST00000419869	true	true	0.84411	0.567	2.4559		gnomAD	v4.1
STRBP	ENSG00000165209	ENST00000348403	true	true	1	0.281	4.4474		gnomAD	v4.1
STRC	ENSG00000242866	ENST00000450892	true	true	3.8356e-06	0.713	2.7229		gnomAD	v4.1
STRIP1	ENSG00000143093	ENST00000369795	true	true	2.1509e-12	0.783	2.3741		gnomAD	v4.1
STRIP2	ENSG00000128578	ENST00000249344	true	true	1.3236e-19	0.921	1.9568		gnomAD	v4.1
STRN	ENSG00000115808	ENST00000263918	true	true	2.9917e-06	0.686	-0.86388		gnomAD	v4.1
STRN3	ENSG00000196792	ENST00000357479	true	true	0.99997	0.417	0.98564		gnomAD	v4.1
STRN4	ENSG00000090372	ENST00000263280	true	true	0.84878	0.523	2.1477		gnomAD	v4.1
STT3A	ENSG00000134910	ENST00000392708	true	true	0.90081	0.51	4.4386		gnomAD	v4.1
STT3B	ENSG00000163527	ENST00000295770	true	true	0.99332	0.48	3.2484		gnomAD	v4.1
STUB1	ENSG00000103266	ENST00000219548	true	true	5.2088e-13	1.294	-0.98781		gnomAD	v4.1
STUM	ENSG00000203685	ENST00000366788	true	true	0.022182	1.06	0.96029		gnomAD	v4.1
STX10	ENSG00000104915	ENST00000587230	true	true	1.6834e-10	1.299	-0.29744		gnomAD	v4.1
STX11	ENSG00000135604	ENST00000367568	true	true	3.5849e-08	1.502	-0.24507		gnomAD	v4.1
STX12	ENSG00000117758	ENST00000373943	true	true	0.88373	0.569	0.48256		gnomAD	v4.1
STX16	ENSG00000124222	ENST00000371141	true	true	6.7458e-07	0.977	1.2834		gnomAD	v4.1
STX16-NPEPL1	ENSG00000254995	ENST00000530122	true	false			1.2444	no_exp_lof	gnomAD	v4.1
STX17	ENSG00000136874	ENST00000259400	true	true	2.5822e-08	1.082	0.97077		gnomAD	v4.1
STX18	ENSG00000168818	ENST00000306200	true	true	4.1116e-07	0.914	0.31267		gnomAD	v4.1
STX19	ENSG00000178750	ENST00000315099	true	true	9.9168e-10	1.419	-0.39466		gnomAD	v4.1
STX1A	ENSG00000106089	ENST00000222812	true	true	0.99999	0.257	2.9109		gnomAD	v4.1
STX1B	ENSG00000099365	ENST00000215095	true	true	0.99999	0.308	3.6087		gnomAD	v4.1
STX2	ENSG00000111450	ENST00000392373	true	true	1.5773e-06	1.041	0.80568		gnomAD	v4.1
STX3	ENSG00000166900	ENST00000337979	true	true	0.0045126	0.748	0.32107		gnomAD	v4.1
STX4	ENSG00000103496	ENST00000313843	true	true	4.6968e-05	0.835	1.4454		gnomAD	v4.1
STX5	ENSG00000162236	ENST00000294179	true	true	0.86847	0.549	0.19123		gnomAD	v4.1
STX6	ENSG00000135823	ENST00000258301	true	true	0.021545	0.835	1.074		gnomAD	v4.1
STX7	ENSG00000079950	ENST00000367941	true	true	0.0031771	0.899	0.4802		gnomAD	v4.1
STX8	ENSG00000170310	ENST00000306357	true	true	5.1704e-05	1.027	-0.59987		gnomAD	v4.1
STXBP1	ENSG00000136854	ENST00000373299	true	true	1	0.099	5.8468		gnomAD	v4.1
STXBP2	ENSG00000076944	ENST00000221283	true	true	1.7926e-11	0.874	1.2649		gnomAD	v4.1
STXBP3	ENSG00000116266	ENST00000370008	true	true	0.0002314	0.774	1.1241		gnomAD	v4.1
STXBP4	ENSG00000166263	ENST00000376352	true	true	2.8829e-08	1.039	0.23177		gnomAD	v4.1
STXBP5	ENSG00000164506	ENST00000321680	true	true	1	0.344	2.607		gnomAD	v4.1
STXBP5L	ENSG00000145087	ENST00000471454	true	true	0.86622	0.504	1.3884		gnomAD	v4.1
STXBP6	ENSG00000168952	ENST00000323944	true	true	2.0625e-06	1.118	0.76431		gnomAD	v4.1
STYK1	ENSG00000060140	ENST00000075503	true	true	1.5315e-14	1.138	0.3494		gnomAD	v4.1
STYX	ENSG00000198252	ENST00000354586	true	true	0.024365	0.796	0.55471		gnomAD	v4.1
STYXL1	ENSG00000127952	ENST00000359697	true	true	1.3529e-09	1.216	0.93213		gnomAD	v4.1
STYXL2	ENSG00000198842	ENST00000361200	true	true	5.0923e-13	1.064	-0.94768		gnomAD	v4.1
SUB1	ENSG00000113387	ENST00000265073	true	true	0.95593	0.394	2.0047		gnomAD	v4.1
SUCLA2	ENSG00000136143	ENST00000646932	true	true	0.00012137	0.713	1.586		gnomAD	v4.1
SUCLG1	ENSG00000163541	ENST00000393868	true	true	3.412e-06	0.958	0.24688		gnomAD	v4.1
SUCLG2	ENSG00000172340	ENST00000307227	true	true	4.1402e-12	1.124	-0.66015		gnomAD	v4.1
SUCNR1	ENSG00000198829	ENST00000362032	true	true	0.0012491	1.97	0.8835		gnomAD	v4.1
SUCO	ENSG00000094975	ENST00000263688	true	true	0.99985	0.435	1.0528		gnomAD	v4.1
SUDS3	ENSG00000111707	ENST00000543473	true	true	0.0029071	0.732	1.3329		gnomAD	v4.1
SUFU	ENSG00000107882	ENST00000369902	true	true	1	0.214	3.1286		gnomAD	v4.1
SUGCT	ENSG00000175600	ENST00000335693	true	true	3.4678e-07	1.145	-0.45968		gnomAD	v4.1
SUGP1	ENSG00000105705	ENST00000247001	true	true	0.0072966	0.602	1.404		gnomAD	v4.1
SUGP2	ENSG00000064607	ENST00000452918	true	true	1	0.368	1.8747		gnomAD	v4.1
SUGT1	ENSG00000165416	ENST00000310528	true	true	0.99996	0.347	0.8724		gnomAD	v4.1
SULF1	ENSG00000137573	ENST00000402687	true	true	0.9961	0.471	2.221		gnomAD	v4.1
SULF2	ENSG00000196562	ENST00000688720	true	true	3.4123e-05	0.614	1.8008		gnomAD	v4.1
SULT1A1	ENSG00000196502	ENST00000314752	true	true	1.4601e-12	1.33	0.75576		gnomAD	v4.1
SULT1A2	ENSG00000197165	ENST00000335715	true	true	4.0563e-11	1.237	0.40941		gnomAD	v4.1
SULT1B1	ENSG00000173597	ENST00000310613	true	true	3.3119e-06	1.036	-0.063918		gnomAD	v4.1
SULT1C2	ENSG00000198203	ENST00000251481	true	true	6.6392e-08	0.997	-0.32995		gnomAD	v4.1
SULT1C3	ENSG00000196228	ENST00000681802	true	true	1.3041e-08	1.514	-0.2837		gnomAD	v4.1
SULT1C4	ENSG00000198075	ENST00000272452	true	true	1.0845e-10	1.327	-0.50028		gnomAD	v4.1
SULT1E1	ENSG00000109193	ENST00000226444	true	true	2.4726e-07	1.384	0.031338		gnomAD	v4.1
SULT2A1	ENSG00000105398	ENST00000222002	true	true	2.8659e-16	1.611	1.0659		gnomAD	v4.1
